iso_639_3,language_name,is_macrolanguage,matched_fineweb2,matched_huggingface,matched_commonvoice,num_sources_matched,any_match_via_iso639_2,matched_sources_label
tur,Turkish,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
twi,Twi,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
tyv,Tuvinian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
udm,Udmurt,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
uig,Uighur,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ukr,Ukrainian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
urd,Urdu,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
usp,Uspanteco,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
var,Huarijio,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
vec,Venetian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ven,Venda,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
vie,Vietnamese,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
vmw,Makhuwa,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
vot,Votic,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
wes,Cameroon Pidgin,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
wol,Wolof,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
xho,Xhosa,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
xmf,Mingrelian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
xsm,Kasem,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
yaq,Yaqui,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
yor,Yoruba,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
yue,Yue Chinese,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
zgh,Standard Moroccan Tamazight,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
zul,Zulu,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
