subset,code,reason
suc_Latn,suc,not_in_cc_data
sue_Latn,sue,not_in_cc_data
suk_Latn,suk,not_in_cc_data
sur_Latn,sur,not_in_cc_data
sus_Arab,sus,not_in_cc_data
sus_Latn,sus,not_in_cc_data
suz_Deva,suz,not_in_cc_data
swb_Latn,swb,not_in_cc_data
swc_Latn,swc,not_in_cc_data
swg_Latn,swg,not_in_cc_data
swh_Latn,swh,not_in_cc_data
swk_Latn,swk,not_in_cc_data
swp_Latn,swp,not_in_cc_data
sxb_Latn,sxb,not_in_cc_data
sxn_Latn,sxn,not_in_cc_data
syb_Latn,syb,not_in_cc_data
syc_Syrc,syc,not_in_cc_data
syl_Beng,syl,not_in_cc_data
syl_Latn,syl,not_in_cc_data
szl_Latn,szl,not_in_cc_data
szy_Latn,szy,not_in_cc_data
tab_Cyrl,tab,not_in_cc_data
tac_Latn,tac,not_in_cc_data
tah_Latn,tah,not_in_cc_data
taj_Deva,taj,not_in_cc_data
tap_Latn,tap,not_in_cc_data
taq_Latn,taq,not_in_cc_data
taq_Tfng,taq,not_in_cc_data
tar_Latn,tar,not_in_cc_data
tav_Latn,tav,not_in_cc_data
taw_Latn,taw,not_in_cc_data
tay_Latn,tay,not_in_cc_data
tbc_Latn,tbc,not_in_cc_data
tbg_Latn,tbg,not_in_cc_data
tbk_Latn,tbk,not_in_cc_data
tbl_Latn,tbl,not_in_cc_data
tbo_Latn,tbo,not_in_cc_data
tbw_Latn,tbw,not_in_cc_data
tby_Latn,tby,not_in_cc_data
tbz_Latn,tbz,not_in_cc_data
tca_Latn,tca,not_in_cc_data
tcc_Latn,tcc,not_in_cc_data
tcf_Latn,tcf,not_in_cc_data
tcs_Latn,tcs,not_in_cc_data
tcy_Knda,tcy,not_in_cc_data
tcz_Latn,tcz,not_in_cc_data
ted_Latn,ted,not_in_cc_data
tee_Latn,tee,not_in_cc_data
tem_Latn,tem,not_in_cc_data
teo_Latn,teo,not_in_cc_data
ter_Latn,ter,not_in_cc_data
tet_Latn,tet,not_in_cc_data
tew_Latn,tew,not_in_cc_data
tfr_Latn,tfr,not_in_cc_data
tgo_Latn,tgo,not_in_cc_data
tgp_Latn,tgp,not_in_cc_data
thk_Latn,thk,not_in_cc_data
thl_Deva,thl,not_in_cc_data
tif_Latn,tif,not_in_cc_data
tig_Ethi,tig,not_in_cc_data
tih_Latn,tih,not_in_cc_data
tik_Latn,tik,not_in_cc_data
tim_Latn,tim,not_in_cc_data
tiv_Latn,tiv,not_in_cc_data
tiy_Latn,tiy,not_in_cc_data
tke_Latn,tke,not_in_cc_data
tkl_Latn,tkl,not_in_cc_data
tkr_Cyrl,tkr,not_in_cc_data
tku_Latn,tku,not_in_cc_data
tlb_Latn,tlb,not_in_cc_data
tlf_Latn,tlf,not_in_cc_data
tlh_Latn,tlh,not_in_cc_data
tlj_Latn,tlj,not_in_cc_data
tll_Latn,tll,not_in_cc_data
tly_Latn,tly,not_in_cc_data
tmc_Latn,tmc,not_in_cc_data
tmd_Latn,tmd,not_in_cc_data
tna_Latn,tna,not_in_cc_data
tnc_Latn,tnc,not_in_cc_data
tnk_Latn,tnk,not_in_cc_data
tnn_Latn,tnn,not_in_cc_data
tnp_Latn,tnp,not_in_cc_data
tnr_Latn,tnr,not_in_cc_data
tob_Latn,tob,not_in_cc_data
toc_Latn,toc,not_in_cc_data
tod_Latn,tod,not_in_cc_data
tog_Latn,tog,not_in_cc_data
toh_Latn,toh,not_in_cc_data
toi_Latn,toi,not_in_cc_data
toj_Latn,toj,not_in_cc_data
tok_Latn,tok,not_in_cc_data
too_Latn,too,not_in_cc_data
top_Latn,top,not_in_cc_data
tos_Latn,tos,not_in_cc_data
tpa_Latn,tpa,not_in_cc_data
tpi_Latn,tpi,not_in_cc_data
tpm_Latn,tpm,not_in_cc_data
tpp_Latn,tpp,not_in_cc_data
tpt_Latn,tpt,not_in_cc_data
tpw_Latn,tpw,not_in_cc_data
tpz_Latn,tpz,not_in_cc_data
tqo_Latn,tqo,not_in_cc_data
trc_Latn,trc,not_in_cc_data
trn_Latn,trn,not_in_cc_data
tro_Latn,tro,not_in_cc_data
trp_Latn,trp,not_in_cc_data
trq_Latn,trq,not_in_cc_data
trs_Latn,trs,not_in_cc_data
trv_Latn,trv,not_in_cc_data
tsc_Latn,tsc,not_in_cc_data
tsg_Latn,tsg,not_in_cc_data
tsw_Latn,tsw,not_in_cc_data
tsz_Latn,tsz,not_in_cc_data
ttc_Latn,ttc,not_in_cc_data
tte_Latn,tte,not_in_cc_data
ttj_Latn,ttj,not_in_cc_data
ttq_Latn,ttq,not_in_cc_data
ttq_Tfng,ttq,not_in_cc_data
tuc_Latn,tuc,not_in_cc_data
tue_Latn,tue,not_in_cc_data
tuf_Latn,tuf,not_in_cc_data
tui_Latn,tui,not_in_cc_data
tul_Latn,tul,not_in_cc_data
tum_Latn,tum,not_in_cc_data
tuo_Latn,tuo,not_in_cc_data
tuv_Latn,tuv,not_in_cc_data
tvk_Latn,tvk,not_in_cc_data
tvl_Latn,tvl,not_in_cc_data
twi_Latn,twi,not_in_cc_data
twu_Latn,twu,not_in_cc_data
twx_Latn,twx,not_in_cc_data
txq_Latn,txq,not_in_cc_data
txu_Latn,txu,not_in_cc_data
tyv_Cyrl,tyv,not_in_cc_data
tzh_Latn,tzh,not_in_cc_data
tzj_Latn,tzj,not_in_cc_data
tzl_Latn,tzl,not_in_cc_data
tzm_Tfng,tzm,not_in_cc_data
tzo_Latn,tzo,not_in_cc_data
ubr_Latn,ubr,not_in_cc_data
ubu_Latn,ubu,not_in_cc_data
udm_Cyrl,udm,not_in_cc_data
udu_Latn,udu,not_in_cc_data
umb_Latn,umb,not_in_cc_data
upv_Latn,upv,not_in_cc_data
ura_Latn,ura,not_in_cc_data
urb_Latn,urb,not_in_cc_data
urh_Latn,urh,not_in_cc_data
uri_Latn,uri,not_in_cc_data
urk_Thai,urk,not_in_cc_data
urt_Latn,urt,not_in_cc_data
urw_Latn,urw,not_in_cc_data
ury_Latn,ury,not_in_cc_data
usa_Latn,usa,not_in_cc_data
usp_Latn,usp,not_in_cc_data
uth_Latn,uth,not_in_cc_data
uvh_Latn,uvh,not_in_cc_data
uvl_Latn,uvl,not_in_cc_data
uzn_Cyrl,uzn,not_in_cc_data
uzn_Latn,uzn,not_in_cc_data
uzs_Arab,uzs,not_in_cc_data
vag_Latn,vag,not_in_cc_data
vap_Latn,vap,not_in_cc_data
var_Latn,var,not_in_cc_data
vec_Latn,vec,not_in_cc_data
vep_Latn,vep,not_in_cc_data
vid_Latn,vid,not_in_cc_data
viv_Latn,viv,not_in_cc_data
vls_Latn,vls,not_in_cc_data
vmk_Latn,vmk,not_in_cc_data
vmw_Latn,vmw,not_in_cc_data
vmy_Latn,vmy,not_in_cc_data
vot_Latn,vot,not_in_cc_data
vro_Latn,vro,not_in_cc_data
vun_Latn,vun,not_in_cc_data
vut_Latn,vut,not_in_cc_data
waj_Latn,waj,not_in_cc_data
wal_Latn,wal,not_in_cc_data
wap_Latn,wap,not_in_cc_data
wat_Latn,wat,not_in_cc_data
way_Latn,way,not_in_cc_data
wba_Latn,wba,not_in_cc_data
wbm_Latn,wbm,not_in_cc_data
wbp_Latn,wbp,not_in_cc_data
wed_Latn,wed,not_in_cc_data
wer_Latn,wer,not_in_cc_data
wes_Latn,wes,not_in_cc_data
wew_Latn,wew,not_in_cc_data
whg_Latn,whg,not_in_cc_data
whk_Latn,whk,not_in_cc_data
wib_Latn,wib,not_in_cc_data
wim_Latn,wim,not_in_cc_data
wiu_Latn,wiu,not_in_cc_data
wln_Latn,wln,not_in_cc_data
wls_Latn,wls,not_in_cc_data
wlv_Latn,wlv,not_in_cc_data
wlx_Latn,wlx,not_in_cc_data
wmt_Latn,wmt,not_in_cc_data
wmw_Latn,wmw,not_in_cc_data
wnc_Latn,wnc,not_in_cc_data
wnu_Latn,wnu,not_in_cc_data
wob_Latn,wob,not_in_cc_data
wos_Latn,wos,not_in_cc_data
wrk_Latn,wrk,not_in_cc_data
wrs_Latn,wrs,not_in_cc_data
wsg_Telu,wsg,not_in_cc_data
wsk_Latn,wsk,not_in_cc_data
wuu_Hani,wuu,not_in_cc_data
wuv_Latn,wuv,not_in_cc_data
wwa_Latn,wwa,not_in_cc_data
xal_Cyrl,xal,not_in_cc_data
xav_Latn,xav,not_in_cc_data
xbi_Latn,xbi,not_in_cc_data
xbr_Latn,xbr,not_in_cc_data
xed_Latn,xed,not_in_cc_data
xla_Latn,xla,not_in_cc_data
xmf_Geor,xmf,not_in_cc_data
xmm_Latn,xmm,not_in_cc_data
xmv_Latn,xmv,not_in_cc_data
xnn_Latn,xnn,not_in_cc_data
xog_Latn,xog,not_in_cc_data
xon_Latn,xon,not_in_cc_data
xrb_Latn,xrb,not_in_cc_data
xsb_Latn,xsb,not_in_cc_data
xsi_Latn,xsi,not_in_cc_data
xsm_Latn,xsm,not_in_cc_data
xsr_Deva,xsr,not_in_cc_data
xsu_Latn,xsu,not_in_cc_data
xtd_Latn,xtd,not_in_cc_data
xtm_Latn,xtm,not_in_cc_data
xtn_Latn,xtn,not_in_cc_data
xuo_Latn,xuo,not_in_cc_data
yaa_Latn,yaa,not_in_cc_data
yad_Latn,yad,not_in_cc_data
yal_Latn,yal,not_in_cc_data
yam_Latn,yam,not_in_cc_data
yan_Latn,yan,not_in_cc_data
yao_Latn,yao,not_in_cc_data
yap_Latn,yap,not_in_cc_data
yaq_Latn,yaq,not_in_cc_data
yat_Latn,yat,not_in_cc_data
yaz_Latn,yaz,not_in_cc_data
ybb_Latn,ybb,not_in_cc_data
yby_Latn,yby,not_in_cc_data
ycn_Latn,ycn,not_in_cc_data
ydd_Hebr,ydd,not_in_cc_data
yim_Latn,yim,not_in_cc_data
yka_Latn,yka,not_in_cc_data
yle_Latn,yle,not_in_cc_data
yli_Latn,yli,not_in_cc_data
yml_Latn,yml,not_in_cc_data
yom_Latn,yom,not_in_cc_data
yon_Latn,yon,not_in_cc_data
yrb_Latn,yrb,not_in_cc_data
yre_Latn,yre,not_in_cc_data
yrk_Cyrl,yrk,not_in_cc_data
yrl_Latn,yrl,not_in_cc_data
yss_Latn,yss,not_in_cc_data
yua_Latn,yua,not_in_cc_data
yue_Hani,yue,not_in_cc_data
yuj_Latn,yuj,not_in_cc_data
yup_Latn,yup,not_in_cc_data
yut_Latn,yut,not_in_cc_data
yuw_Latn,yuw,not_in_cc_data
yuz_Latn,yuz,not_in_cc_data
yva_Latn,yva,not_in_cc_data
zaa_Latn,zaa,not_in_cc_data
zab_Latn,zab,not_in_cc_data
zac_Latn,zac,not_in_cc_data
zad_Latn,zad,not_in_cc_data
zae_Latn,zae,not_in_cc_data
zai_Latn,zai,not_in_cc_data
zam_Latn,zam,not_in_cc_data
zao_Latn,zao,not_in_cc_data
zar_Latn,zar,not_in_cc_data
zas_Latn,zas,not_in_cc_data
zat_Latn,zat,not_in_cc_data
zav_Latn,zav,not_in_cc_data
zaw_Latn,zaw,not_in_cc_data
zca_Latn,zca,not_in_cc_data
zdj_Latn,zdj,not_in_cc_data
zea_Latn,zea,not_in_cc_data
zgh_Tfng,zgh,not_in_cc_data
zia_Latn,zia,not_in_cc_data
ziw_Latn,ziw,not_in_cc_data
zne_Latn,zne,not_in_cc_data
zom_Latn,zom,not_in_cc_data
zos_Latn,zos,not_in_cc_data
zpa_Latn,zpa,not_in_cc_data
zpc_Latn,zpc,not_in_cc_data
zpg_Latn,zpg,not_in_cc_data
zpi_Latn,zpi,not_in_cc_data
zpj_Latn,zpj,not_in_cc_data
zpl_Latn,zpl,not_in_cc_data
zpm_Latn,zpm,not_in_cc_data
zpo_Latn,zpo,not_in_cc_data
zpq_Latn,zpq,not_in_cc_data
zpt_Latn,zpt,not_in_cc_data
zpu_Latn,zpu,not_in_cc_data
zpv_Latn,zpv,not_in_cc_data
zpz_Latn,zpz,not_in_cc_data
zsm_Arab,zsm,not_in_cc_data
zsm_Latn,zsm,not_in_cc_data
zsr_Latn,zsr,not_in_cc_data
ztq_Latn,ztq,not_in_cc_data
zty_Latn,zty,not_in_cc_data
zyb_Latn,zyb,not_in_cc_data
zyp_Latn,zyp,not_in_cc_data
und_Kana,und,not_in_cc_data
und_Sgnw,und,not_in_cc_data
und_Hira,und,not_in_cc_data
und_Hluw,und,not_in_cc_data
und_Bamu,und,not_in_cc_data
und_Laoo,und,not_in_cc_data
und_Thai,und,not_in_cc_data
und_Beng,und,not_in_cc_data
und_Newa,und,not_in_cc_data
und_Khmr,und,not_in_cc_data
und_Cyrl,und,not_in_cc_data
und_Knda,und,not_in_cc_data
und_Taml,und,not_in_cc_data
und_Mlym,und,not_in_cc_data
und_Xsux,und,not_in_cc_data
und_Hebr,und,not_in_cc_data
und_Hung,und,not_in_cc_data
und_Lina,und,not_in_cc_data
und_Orya,und,not_in_cc_data
und_Mong,und,not_in_cc_data
und_Mymr,und,not_in_cc_data
und_Brai,und,not_in_cc_data
und_Ethi,und,not_in_cc_data
und_Cher,und,not_in_cc_data
und_Shaw,und,not_in_cc_data
und_Tibt,und,not_in_cc_data
und_Yiii,und,not_in_cc_data
und_Vaii,und,not_in_cc_data
und_Thaa,und,not_in_cc_data
und_Telu,und,not_in_cc_data
und_Bopo,und,not_in_cc_data
und_Tang,und,not_in_cc_data
und_Sylo,und,not_in_cc_data
und_Syrc,und,not_in_cc_data
und_Bali,und,not_in_cc_data
und_Lana,und,not_in_cc_data
und_Egyp,und,not_in_cc_data
und_Grek,und,not_in_cc_data
und_Deva,und,not_in_cc_data
und_Goth,und,not_in_cc_data
und_Armn,und,not_in_cc_data
und_Geor,und,not_in_cc_data
und_Cans,und,not_in_cc_data
chr_Cher,chr,fw2_api_unavailable
chr_Latn,chr,fw2_api_unavailable
got_Goth,got,fw2_api_unavailable
kas_Deva,kas,fw2_api_unavailable
kas_Latn,kas,fw2_api_unavailable
lif_Limb,lif,fw2_api_unavailable
spa_Latn,spa,fw2_api_unavailable
tur_Latn,tur,fw2_api_unavailable
uig_Cyrl,uig,fw2_api_unavailable
